count,shelf_x,shelf_y,x,y,z,judge
536,1.29,-0.1,1.2725,0.1,0.885,error
537,1.29,-0.09,1.1225,-0.29,0.34,success
538,1.29,-0.09,1.1225,0.11,0.34,success
539,1.29,-0.09,1.2725,-0.29,0.34,success
540,1.29,-0.09,1.2725,0.11,0.34,success
541,1.29,-0.09,1.1225,-0.29,0.885,success
542,1.29,-0.09,1.1225,0.11,0.885,success
543,1.29,-0.09,1.2725,-0.29,0.885,error
544,1.29,-0.09,1.2725,0.11,0.885,error
545,1.29,-0.08,1.1225,-0.28,0.34,success
546,1.29,-0.08,1.1225,0.12,0.34,success
547,1.29,-0.08,1.2725,-0.28,0.34,success
548,1.29,-0.08,1.2725,0.12,0.34,success
549,1.29,-0.08,1.1225,-0.28,0.885,success
550,1.29,-0.08,1.1225,0.12,0.885,success
551,1.29,-0.08,1.2725,-0.28,0.885,error
552,1.29,-0.08,1.2725,0.12,0.885,error
553,1.29,-0.07,1.1225,-0.27,0.34,success
554,1.29,-0.07,1.1225,0.13,0.34,success
555,1.29,-0.07,1.2725,-0.27,0.34,success
556,1.29,-0.07,1.2725,0.13,0.34,success
557,1.29,-0.07,1.1225,-0.27,0.885,success
558,1.29,-0.07,1.1225,0.13,0.885,success
559,1.29,-0.07,1.2725,-0.27,0.885,error
560,1.29,-0.07,1.2725,0.13,0.885,error
561,1.29,-0.06,1.1225,-0.26,0.34,success
562,1.29,-0.06,1.1225,0.14,0.34,success
563,1.29,-0.06,1.2725,-0.26,0.34,success
564,1.29,-0.06,1.2725,0.14,0.34,success
565,1.29,-0.06,1.1225,-0.26,0.885,success
566,1.29,-0.06,1.1225,0.14,0.885,success
567,1.29,-0.06,1.2725,-0.26,0.885,error
568,1.29,-0.06,1.2725,0.14,0.885,error
569,1.29,-0.05,1.1225,-0.25,0.34,success
570,1.29,-0.05,1.1225,0.15,0.34,success
571,1.29,-0.05,1.2725,-0.25,0.34,success
572,1.29,-0.05,1.2725,0.15,0.34,success
573,1.29,-0.05,1.1225,-0.25,0.885,success
574,1.29,-0.05,1.1225,0.15,0.885,success
575,1.29,-0.05,1.2725,-0.25,0.885,error
576,1.29,-0.05,1.2725,0.15,0.885,error
577,1.29,-0.04,1.1225,-0.24,0.34,success
578,1.29,-0.04,1.1225,0.16,0.34,success
579,1.29,-0.04,1.2725,-0.24,0.34,success
580,1.29,-0.04,1.2725,0.16,0.34,success
581,1.29,-0.04,1.1225,-0.24,0.885,success
582,1.29,-0.04,1.1225,0.16,0.885,success
583,1.29,-0.04,1.2725,-0.24,0.885,error
584,1.29,-0.04,1.2725,0.16,0.885,error
585,1.29,-0.03,1.1225,-0.23,0.34,success
586,1.29,-0.03,1.1225,0.17,0.34,success
587,1.29,-0.03,1.2725,-0.23,0.34,success
588,1.29,-0.03,1.2725,0.17,0.34,success
589,1.29,-0.03,1.1225,-0.23,0.885,success
590,1.29,-0.03,1.1225,0.17,0.885,success
591,1.29,-0.03,1.2725,-0.23,0.885,error
592,1.29,-0.03,1.2725,0.17,0.885,error
593,1.29,-0.02,1.1225,-0.22,0.34,success
594,1.29,-0.02,1.1225,0.18,0.34,success
595,1.29,-0.02,1.2725,-0.22,0.34,success
596,1.29,-0.02,1.2725,0.18,0.34,success
597,1.29,-0.02,1.1225,-0.22,0.885,success
598,1.29,-0.02,1.1225,0.18,0.885,success
599,1.29,-0.02,1.2725,-0.22,0.885,error
600,1.29,-0.02,1.2725,0.18,0.885,error
601,1.29,-0.01,1.1225,-0.21,0.34,success
602,1.29,-0.01,1.1225,0.19,0.34,success
603,1.29,-0.01,1.2725,-0.21,0.34,success
604,1.29,-0.01,1.2725,0.19,0.34,success
605,1.29,-0.01,1.1225,-0.21,0.885,success
606,1.29,-0.01,1.1225,0.19,0.885,success
607,1.29,-0.01,1.2725,-0.21,0.885,error
608,1.29,-0.01,1.2725,0.19,0.885,error
609,1.29,0,1.1225,-0.2,0.34,success
610,1.29,0,1.1225,0.2,0.34,success
611,1.29,0,1.2725,-0.2,0.34,success
612,1.29,0,1.2725,0.2,0.34,success
613,1.29,0,1.1225,-0.2,0.885,success
614,1.29,0,1.1225,0.2,0.885,success
615,1.29,0,1.2725,-0.2,0.885,error
616,1.29,0,1.2725,0.2,0.885,error
617,1.29,0.01,1.1225,-0.19,0.34,success
618,1.29,0.01,1.1225,0.21,0.34,success
619,1.29,0.01,1.2725,-0.19,0.34,success
620,1.29,0.01,1.2725,0.21,0.34,success
621,1.29,0.01,1.1225,-0.19,0.885,success
622,1.29,0.01,1.1225,0.21,0.885,success
623,1.29,0.01,1.2725,-0.19,0.885,error
624,1.29,0.01,1.2725,0.21,0.885,error
625,1.29,0.02,1.1225,-0.18,0.34,success
626,1.29,0.02,1.1225,0.22,0.34,success
627,1.29,0.02,1.2725,-0.18,0.34,success
628,1.29,0.02,1.2725,0.22,0.34,success
629,1.29,0.02,1.1225,-0.18,0.885,success
630,1.29,0.02,1.1225,0.22,0.885,success
631,1.29,0.02,1.2725,-0.18,0.885,error
632,1.29,0.02,1.2725,0.22,0.885,error
633,1.29,0.03,1.1225,-0.17,0.34,success
634,1.29,0.03,1.1225,0.23,0.34,success
635,1.29,0.03,1.2725,-0.17,0.34,success
636,1.29,0.03,1.2725,0.23,0.34,success
637,1.29,0.03,1.1225,-0.17,0.885,error
638,1.29,0.03,1.1225,0.23,0.885,success
639,1.29,0.03,1.2725,-0.17,0.885,error
640,1.29,0.03,1.2725,0.23,0.885,error
641,1.29,0.04,1.1225,-0.16,0.34,success
642,1.29,0.04,1.1225,0.24,0.34,success
643,1.29,0.04,1.2725,-0.16,0.34,success
644,1.29,0.04,1.2725,0.24,0.34,success
645,1.29,0.04,1.1225,-0.16,0.885,error
646,1.29,0.04,1.1225,0.24,0.885,success
647,1.29,0.04,1.2725,-0.16,0.885,error
648,1.29,0.04,1.2725,0.24,0.885,error
649,1.29,0.05,1.1225,-0.15,0.34,success
650,1.29,0.05,1.1225,0.25,0.34,success
651,1.29,0.05,1.2725,-0.15,0.34,success
652,1.29,0.05,1.2725,0.25,0.34,success
653,1.29,0.05,1.1225,-0.15,0.885,error
654,1.29,0.05,1.1225,0.25,0.885,success
655,1.29,0.05,1.2725,-0.15,0.885,error
656,1.29,0.05,1.2725,0.25,0.885,error
657,1.29,0.06,1.1225,-0.14,0.34,success
658,1.29,0.06,1.1225,0.26,0.34,success
659,1.29,0.06,1.2725,-0.14,0.34,success
660,1.29,0.06,1.2725,0.26,0.34,success
661,1.29,0.06,1.1225,-0.14,0.885,error
662,1.29,0.06,1.1225,0.26,0.885,error
663,1.29,0.06,1.2725,-0.14,0.885,error
664,1.29,0.06,1.2725,0.26,0.885,error
665,1.29,0.07,1.1225,-0.13,0.34,success
666,1.29,0.07,1.1225,0.27,0.34,success
667,1.29,0.07,1.2725,-0.13,0.34,success
668,1.29,0.07,1.2725,0.27,0.34,success
669,1.29,0.07,1.1225,-0.13,0.885,error
670,1.29,0.07,1.1225,0.27,0.885,error
671,1.29,0.07,1.2725,-0.13,0.885,error
672,1.29,0.07,1.2725,0.27,0.885,error
673,1.29,0.08,1.1225,-0.12,0.34,success
674,1.29,0.08,1.1225,0.28,0.34,success
675,1.29,0.08,1.2725,-0.12,0.34,success
676,1.29,0.08,1.2725,0.28,0.34,success
677,1.29,0.08,1.1225,-0.12,0.885,error
678,1.29,0.08,1.1225,0.28,0.885,error
679,1.29,0.08,1.2725,-0.12,0.885,error
680,1.29,0.08,1.2725,0.28,0.885,error
681,1.29,0.09,1.1225,-0.11,0.34,success
682,1.29,0.09,1.1225,0.29,0.34,success
683,1.29,0.09,1.2725,-0.11,0.34,success
684,1.29,0.09,1.2725,0.29,0.34,success
685,1.29,0.09,1.1225,-0.11,0.885,error
686,1.29,0.09,1.1225,0.29,0.885,error
687,1.29,0.09,1.2725,-0.11,0.885,error
688,1.29,0.09,1.2725,0.29,0.885,error
689,1.29,0.1,1.1225,-0.1,0.34,success
690,1.29,0.1,1.1225,0.3,0.34,success
691,1.29,0.1,1.2725,-0.1,0.34,success
692,1.29,0.1,1.2725,0.3,0.34,success
693,1.29,0.1,1.1225,-0.1,0.885,error
694,1.29,0.1,1.1225,0.3,0.885,error
695,1.29,0.1,1.2725,-0.1,0.885,error
696,1.29,0.1,1.2725,0.3,0.885,error
697,1.29,0.11,1.1225,-0.09,0.34,success
698,1.29,0.11,1.1225,0.31,0.34,success
699,1.29,0.11,1.2725,-0.09,0.34,success
700,1.29,0.11,1.2725,0.31,0.34,success
701,1.29,0.11,1.1225,-0.09,0.885,error
702,1.29,0.11,1.1225,0.31,0.885,error
703,1.29,0.11,1.2725,-0.09,0.885,error
704,1.29,0.11,1.2725,0.31,0.885,error
705,1.29,0.12,1.1225,-0.08,0.34,success
706,1.29,0.12,1.1225,0.32,0.34,success
707,1.29,0.12,1.2725,-0.08,0.34,success
708,1.29,0.12,1.2725,0.32,0.34,success
709,1.29,0.12,1.1225,-0.08,0.885,error
710,1.29,0.12,1.1225,0.32,0.885,error
711,1.29,0.12,1.2725,-0.08,0.885,error
712,1.29,0.12,1.2725,0.32,0.885,error
713,1.29,0.13,1.1225,-0.07,0.34,success
714,1.29,0.13,1.1225,0.33,0.34,success
715,1.29,0.13,1.2725,-0.07,0.34,success
716,1.29,0.13,1.2725,0.33,0.34,error
717,1.29,0.13,1.1225,-0.07,0.885,error
718,1.29,0.13,1.1225,0.33,0.885,error
719,1.29,0.13,1.2725,-0.07,0.885,error
720,1.29,0.13,1.2725,0.33,0.885,error
721,1.29,0.14,1.1225,-0.06,0.34,success
722,1.29,0.14,1.1225,0.34,0.34,success
723,1.29,0.14,1.2725,-0.06,0.34,success
724,1.29,0.14,1.2725,0.34,0.34,error
725,1.29,0.14,1.1225,-0.06,0.885,error
726,1.29,0.14,1.1225,0.34,0.885,error
727,1.29,0.14,1.2725,-0.06,0.885,error
728,1.29,0.14,1.2725,0.34,0.885,error
729,1.29,0.15,1.1225,-0.05,0.34,success
730,1.29,0.15,1.1225,0.35,0.34,success
731,1.29,0.15,1.2725,-0.05,0.34,success
732,1.29,0.15,1.2725,0.35,0.34,error
733,1.29,0.15,1.1225,-0.05,0.885,error
734,1.29,0.15,1.1225,0.35,0.885,error
735,1.29,0.15,1.2725,-0.05,0.885,error
736,1.29,0.15,1.2725,0.35,0.885,error
737,1.29,0.16,1.1225,-0.04,0.34,success
738,1.29,0.16,1.1225,0.36,0.34,success
739,1.29,0.16,1.2725,-0.04,0.34,success
740,1.29,0.16,1.2725,0.36,0.34,error
741,1.29,0.16,1.1225,-0.04,0.885,success
742,1.29,0.16,1.1225,0.36,0.885,error
743,1.29,0.16,1.2725,-0.04,0.885,error
744,1.29,0.16,1.2725,0.36,0.885,error
745,1.29,0.17,1.1225,-0.03,0.34,success
746,1.29,0.17,1.1225,0.37,0.34,success
747,1.29,0.17,1.2725,-0.03,0.34,success
748,1.29,0.17,1.2725,0.37,0.34,error
749,1.29,0.17,1.1225,-0.03,0.885,success
750,1.29,0.17,1.1225,0.37,0.885,error
751,1.29,0.17,1.2725,-0.03,0.885,error
752,1.29,0.17,1.2725,0.37,0.885,error
753,1.29,0.18,1.1225,-0.02,0.34,success
754,1.29,0.18,1.1225,0.38,0.34,success
755,1.29,0.18,1.2725,-0.02,0.34,success
756,1.29,0.18,1.2725,0.38,0.34,error
757,1.29,0.18,1.1225,-0.02,0.885,success
758,1.29,0.18,1.1225,0.38,0.885,error
759,1.29,0.18,1.2725,-0.02,0.885,error
760,1.29,0.18,1.2725,0.38,0.885,error
761,1.29,0.19,1.1225,-0.01,0.34,success
762,1.29,0.19,1.1225,0.39,0.34,success
763,1.29,0.19,1.2725,-0.01,0.34,success
764,1.29,0.19,1.2725,0.39,0.34,error
765,1.29,0.19,1.1225,-0.01,0.885,success
766,1.29,0.19,1.1225,0.39,0.885,error
767,1.29,0.19,1.2725,-0.01,0.885,error
768,1.29,0.19,1.2725,0.39,0.885,error
769,1.29,0.2,1.1225,0,0.34,success
770,1.29,0.2,1.1225,0.4,0.34,success
771,1.29,0.2,1.2725,0,0.34,success
772,1.29,0.2,1.2725,0.4,0.34,error
773,1.29,0.2,1.1225,0,0.885,success
774,1.29,0.2,1.1225,0.4,0.885,error
775,1.29,0.2,1.2725,0,0.885,error
776,1.29,0.2,1.2725,0.4,0.885,error
777,1.29,0.21,1.1225,0.01,0.34,success
778,1.29,0.21,1.1225,0.41,0.34,success
779,1.29,0.21,1.2725,0.01,0.34,success
780,1.29,0.21,1.2725,0.41,0.34,error
781,1.29,0.21,1.1225,0.01,0.885,success
782,1.29,0.21,1.1225,0.41,0.885,error
783,1.29,0.21,1.2725,0.01,0.885,error
784,1.29,0.21,1.2725,0.41,0.885,error
785,1.29,0.22,1.1225,0.02,0.34,success
786,1.29,0.22,1.1225,0.42,0.34,success
787,1.29,0.22,1.2725,0.02,0.34,success
788,1.29,0.22,1.2725,0.42,0.34,error
789,1.29,0.22,1.1225,0.02,0.885,success
790,1.29,0.22,1.1225,0.42,0.885,error
791,1.29,0.22,1.2725,0.02,0.885,error
792,1.29,0.22,1.2725,0.42,0.885,error
793,1.29,0.23,1.1225,0.03,0.34,success
794,1.29,0.23,1.1225,0.43,0.34,success
795,1.29,0.23,1.2725,0.03,0.34,success
796,1.29,0.23,1.2725,0.43,0.34,error
797,1.29,0.23,1.1225,0.03,0.885,success
798,1.29,0.23,1.1225,0.43,0.885,error
799,1.29,0.23,1.2725,0.03,0.885,error
800,1.29,0.23,1.2725,0.43,0.885,error
801,1.29,0.24,1.1225,0.04,0.34,success
802,1.29,0.24,1.1225,0.44,0.34,success
803,1.29,0.24,1.2725,0.04,0.34,success
804,1.29,0.24,1.2725,0.44,0.34,error
805,1.29,0.24,1.1225,0.04,0.885,success
806,1.29,0.24,1.1225,0.44,0.885,error
807,1.29,0.24,1.2725,0.04,0.885,error
808,1.29,0.24,1.2725,0.44,0.885,error
809,1.29,0.25,1.1225,0.05,0.34,success
810,1.29,0.25,1.1225,0.45,0.34,success
811,1.29,0.25,1.2725,0.05,0.34,success
812,1.29,0.25,1.2725,0.45,0.34,error
813,1.29,0.25,1.1225,0.05,0.885,success
814,1.29,0.25,1.1225,0.45,0.885,error
815,1.29,0.25,1.2725,0.05,0.885,error
816,1.29,0.25,1.2725,0.45,0.885,error
817,1.28,-0.25,1.1125,-0.45,0.34,success
818,1.28,-0.25,1.1125,-0.05,0.34,success
819,1.28,-0.25,1.2625,-0.45,0.34,success
820,1.28,-0.25,1.2625,-0.05,0.34,success
821,1.28,-0.25,1.1125,-0.45,0.885,success
822,1.28,-0.25,1.1125,-0.05,0.885,error
823,1.28,-0.25,1.2625,-0.45,0.885,error
824,1.28,-0.25,1.2625,-0.05,0.885,error
825,1.28,-0.24,1.1125,-0.44,0.34,success
826,1.28,-0.24,1.1125,-0.04,0.34,success
827,1.28,-0.24,1.2625,-0.44,0.34,success
828,1.28,-0.24,1.2625,-0.04,0.34,success
829,1.28,-0.24,1.1125,-0.44,0.885,success
830,1.28,-0.24,1.1125,-0.04,0.885,error
831,1.28,-0.24,1.2625,-0.44,0.885,error
832,1.28,-0.24,1.2625,-0.04,0.885,error
833,1.28,-0.23,1.1125,-0.43,0.34,success
834,1.28,-0.23,1.1125,-0.03,0.34,success
835,1.28,-0.23,1.2625,-0.43,0.34,success
836,1.28,-0.23,1.2625,-0.03,0.34,success
837,1.28,-0.23,1.1125,-0.43,0.885,success
838,1.28,-0.23,1.1125,-0.03,0.885,success
839,1.28,-0.23,1.2625,-0.43,0.885,error
840,1.28,-0.23,1.2625,-0.03,0.885,error
841,1.28,-0.22,1.1125,-0.42,0.34,success
842,1.28,-0.22,1.1125,-0.02,0.34,success
843,1.28,-0.22,1.2625,-0.42,0.34,success
844,1.28,-0.22,1.2625,-0.02,0.34,success
845,1.28,-0.22,1.1125,-0.42,0.885,success
846,1.28,-0.22,1.1125,-0.02,0.885,success
847,1.28,-0.22,1.2625,-0.42,0.885,error
848,1.28,-0.22,1.2625,-0.02,0.885,error
849,1.28,-0.21,1.1125,-0.41,0.34,success
850,1.28,-0.21,1.1125,-0.01,0.34,success
851,1.28,-0.21,1.2625,-0.41,0.34,success
852,1.28,-0.21,1.2625,-0.01,0.34,success
853,1.28,-0.21,1.1125,-0.41,0.885,success
854,1.28,-0.21,1.1125,-0.01,0.885,success
855,1.28,-0.21,1.2625,-0.41,0.885,error
856,1.28,-0.21,1.2625,-0.01,0.885,error
857,1.28,-0.2,1.1125,-0.4,0.34,success
858,1.28,-0.2,1.1125,0,0.34,success
859,1.28,-0.2,1.2625,-0.4,0.34,success
860,1.28,-0.2,1.2625,0,0.34,success
861,1.28,-0.2,1.1125,-0.4,0.885,success
862,1.28,-0.2,1.1125,0,0.885,success
863,1.28,-0.2,1.2625,-0.4,0.885,error
864,1.28,-0.2,1.2625,0,0.885,error
865,1.28,-0.19,1.1125,-0.39,0.34,success
866,1.28,-0.19,1.1125,0.01,0.34,success
867,1.28,-0.19,1.2625,-0.39,0.34,success
868,1.28,-0.19,1.2625,0.01,0.34,success
869,1.28,-0.19,1.1125,-0.39,0.885,success
870,1.28,-0.19,1.1125,0.01,0.885,success
871,1.28,-0.19,1.2625,-0.39,0.885,error
872,1.28,-0.19,1.2625,0.01,0.885,error
873,1.28,-0.18,1.1125,-0.38,0.34,success
874,1.28,-0.18,1.1125,0.02,0.34,success
875,1.28,-0.18,1.2625,-0.38,0.34,success
876,1.28,-0.18,1.2625,0.02,0.34,success
877,1.28,-0.18,1.1125,-0.38,0.885,success
878,1.28,-0.18,1.1125,0.02,0.885,success
879,1.28,-0.18,1.2625,-0.38,0.885,error
880,1.28,-0.18,1.2625,0.02,0.885,error
881,1.28,-0.17,1.1125,-0.37,0.34,success
882,1.28,-0.17,1.1125,0.03,0.34,success
883,1.28,-0.17,1.2625,-0.37,0.34,success
884,1.28,-0.17,1.2625,0.03,0.34,success
885,1.28,-0.17,1.1125,-0.37,0.885,success
886,1.28,-0.17,1.1125,0.03,0.885,success
887,1.28,-0.17,1.2625,-0.37,0.885,error
888,1.28,-0.17,1.2625,0.03,0.885,error
889,1.28,-0.16,1.1125,-0.36,0.34,success
890,1.28,-0.16,1.1125,0.04,0.34,success
891,1.28,-0.16,1.2625,-0.36,0.34,success
892,1.28,-0.16,1.2625,0.04,0.34,success
893,1.28,-0.16,1.1125,-0.36,0.885,success
894,1.28,-0.16,1.1125,0.04,0.885,success
895,1.28,-0.16,1.2625,-0.36,0.885,error
896,1.28,-0.16,1.2625,0.04,0.885,error
897,1.28,-0.15,1.1125,-0.35,0.34,success
898,1.28,-0.15,1.1125,0.05,0.34,success
899,1.28,-0.15,1.2625,-0.35,0.34,success
900,1.28,-0.15,1.2625,0.05,0.34,success
901,1.28,-0.15,1.1125,-0.35,0.885,success
902,1.28,-0.15,1.1125,0.05,0.885,success
903,1.28,-0.15,1.2625,-0.35,0.885,error
904,1.28,-0.15,1.2625,0.05,0.885,error
905,1.28,-0.14,1.1125,-0.34,0.34,success
906,1.28,-0.14,1.1125,0.06,0.34,success
907,1.28,-0.14,1.2625,-0.34,0.34,success
908,1.28,-0.14,1.2625,0.06,0.34,success
909,1.28,-0.14,1.1125,-0.34,0.885,success
910,1.28,-0.14,1.1125,0.06,0.885,success
911,1.28,-0.14,1.2625,-0.34,0.885,error
912,1.28,-0.14,1.2625,0.06,0.885,error
913,1.28,-0.13,1.1125,-0.33,0.34,success
914,1.28,-0.13,1.1125,0.07,0.34,success
915,1.28,-0.13,1.2625,-0.33,0.34,success
916,1.28,-0.13,1.2625,0.07,0.34,success
917,1.28,-0.13,1.1125,-0.33,0.885,success
918,1.28,-0.13,1.1125,0.07,0.885,success
919,1.28,-0.13,1.2625,-0.33,0.885,error
920,1.28,-0.13,1.2625,0.07,0.885,error
921,1.28,-0.12,1.1125,-0.32,0.34,success
922,1.28,-0.12,1.1125,0.08,0.34,success
923,1.28,-0.12,1.2625,-0.32,0.34,success
924,1.28,-0.12,1.2625,0.08,0.34,success
925,1.28,-0.12,1.1125,-0.32,0.885,success
926,1.28,-0.12,1.1125,0.08,0.885,success
927,1.28,-0.12,1.2625,-0.32,0.885,error
928,1.28,-0.12,1.2625,0.08,0.885,error
929,1.28,-0.11,1.1125,-0.31,0.34,success
930,1.28,-0.11,1.1125,0.09,0.34,success
931,1.28,-0.11,1.2625,-0.31,0.34,success
932,1.28,-0.11,1.2625,0.09,0.34,success
933,1.28,-0.11,1.1125,-0.31,0.885,success
934,1.28,-0.11,1.1125,0.09,0.885,success
935,1.28,-0.11,1.2625,-0.31,0.885,error
936,1.28,-0.11,1.2625,0.09,0.885,error
937,1.28,-0.1,1.1125,-0.3,0.34,success
938,1.28,-0.1,1.1125,0.1,0.34,success
939,1.28,-0.1,1.2625,-0.3,0.34,success
940,1.28,-0.1,1.2625,0.1,0.34,success
941,1.28,-0.1,1.1125,-0.3,0.885,success
942,1.28,-0.1,1.1125,0.1,0.885,success
943,1.28,-0.1,1.2625,-0.3,0.885,error
944,1.28,-0.1,1.2625,0.1,0.885,error
945,1.28,-0.09,1.1125,-0.29,0.34,success
946,1.28,-0.09,1.1125,0.11,0.34,success
947,1.28,-0.09,1.2625,-0.29,0.34,success
948,1.28,-0.09,1.2625,0.11,0.34,success
949,1.28,-0.09,1.1125,-0.29,0.885,success
950,1.28,-0.09,1.1125,0.11,0.885,success
951,1.28,-0.09,1.2625,-0.29,0.885,error
952,1.28,-0.09,1.2625,0.11,0.885,error
953,1.28,-0.08,1.1125,-0.28,0.34,success
954,1.28,-0.08,1.1125,0.12,0.34,success
955,1.28,-0.08,1.2625,-0.28,0.34,success
956,1.28,-0.08,1.2625,0.12,0.34,success
957,1.28,-0.08,1.1125,-0.28,0.885,success
958,1.28,-0.08,1.1125,0.12,0.885,success
959,1.28,-0.08,1.2625,-0.28,0.885,error
960,1.28,-0.08,1.2625,0.12,0.885,error
961,1.28,-0.07,1.1125,-0.27,0.34,success
962,1.28,-0.07,1.1125,0.13,0.34,success
963,1.28,-0.07,1.2625,-0.27,0.34,success
964,1.28,-0.07,1.2625,0.13,0.34,success
965,1.28,-0.07,1.1125,-0.27,0.885,success
966,1.28,-0.07,1.1125,0.13,0.885,success
967,1.28,-0.07,1.2625,-0.27,0.885,error
968,1.28,-0.07,1.2625,0.13,0.885,error
969,1.28,-0.06,1.1125,-0.26,0.34,success
970,1.28,-0.06,1.1125,0.14,0.34,success
971,1.28,-0.06,1.2625,-0.26,0.34,success
972,1.28,-0.06,1.2625,0.14,0.34,success
973,1.28,-0.06,1.1125,-0.26,0.885,success
974,1.28,-0.06,1.1125,0.14,0.885,success
975,1.28,-0.06,1.2625,-0.26,0.885,error
976,1.28,-0.06,1.2625,0.14,0.885,error
977,1.28,-0.05,1.1125,-0.25,0.34,success
978,1.28,-0.05,1.1125,0.15,0.34,success
979,1.28,-0.05,1.2625,-0.25,0.34,success
980,1.28,-0.05,1.2625,0.15,0.34,success
981,1.28,-0.05,1.1125,-0.25,0.885,success
982,1.28,-0.05,1.1125,0.15,0.885,success
983,1.28,-0.05,1.2625,-0.25,0.885,error
984,1.28,-0.05,1.2625,0.15,0.885,error
985,1.28,-0.04,1.1125,-0.24,0.34,success
986,1.28,-0.04,1.1125,0.16,0.34,success
987,1.28,-0.04,1.2625,-0.24,0.34,success
988,1.28,-0.04,1.2625,0.16,0.34,success
989,1.28,-0.04,1.1125,-0.24,0.885,success
990,1.28,-0.04,1.1125,0.16,0.885,success
991,1.28,-0.04,1.2625,-0.24,0.885,error
992,1.28,-0.04,1.2625,0.16,0.885,error
993,1.28,-0.03,1.1125,-0.23,0.34,success
994,1.28,-0.03,1.1125,0.17,0.34,success
995,1.28,-0.03,1.2625,-0.23,0.34,success
996,1.28,-0.03,1.2625,0.17,0.34,success
997,1.28,-0.03,1.1125,-0.23,0.885,success
998,1.28,-0.03,1.1125,0.17,0.885,success
999,1.28,-0.03,1.2625,-0.23,0.885,error
1000,1.28,-0.03,1.2625,0.17,0.885,error
1001,1.28,-0.02,1.1125,-0.22,0.34,success
1002,1.28,-0.02,1.1125,0.18,0.34,success
1003,1.28,-0.02,1.2625,-0.22,0.34,success
1004,1.28,-0.02,1.2625,0.18,0.34,success
1005,1.28,-0.02,1.1125,-0.22,0.885,success
1006,1.28,-0.02,1.1125,0.18,0.885,success
1007,1.28,-0.02,1.2625,-0.22,0.885,error
1008,1.28,-0.02,1.2625,0.18,0.885,error
1009,1.28,-0.01,1.1125,-0.21,0.34,success
1010,1.28,-0.01,1.1125,0.19,0.34,success
1011,1.28,-0.01,1.2625,-0.21,0.34,success
1012,1.28,-0.01,1.2625,0.19,0.34,success
1013,1.28,-0.01,1.1125,-0.21,0.885,success
1014,1.28,-0.01,1.1125,0.19,0.885,success
1015,1.28,-0.01,1.2625,-0.21,0.885,error
1016,1.28,-0.01,1.2625,0.19,0.885,error
1017,1.28,0,1.1125,-0.2,0.34,success
1018,1.28,0,1.1125,0.2,0.34,success
1019,1.28,0,1.2625,-0.2,0.34,success
1020,1.28,0,1.2625,0.2,0.34,success
1021,1.28,0,1.1125,-0.2,0.885,success
1022,1.28,0,1.1125,0.2,0.885,success
1023,1.28,0,1.2625,-0.2,0.885,error
1024,1.28,0,1.2625,0.2,0.885,error
1025,1.28,0.01,1.1125,-0.19,0.34,success
1026,1.28,0.01,1.1125,0.21,0.34,success
1027,1.28,0.01,1.2625,-0.19,0.34,success
1028,1.28,0.01,1.2625,0.21,0.34,success
1029,1.28,0.01,1.1125,-0.19,0.885,success
1030,1.28,0.01,1.1125,0.21,0.885,success
1031,1.28,0.01,1.2625,-0.19,0.885,error
1032,1.28,0.01,1.2625,0.21,0.885,error
1033,1.28,0.02,1.1125,-0.18,0.34,success
1034,1.28,0.02,1.1125,0.22,0.34,success
1035,1.28,0.02,1.2625,-0.18,0.34,success
1036,1.28,0.02,1.2625,0.22,0.34,success
1037,1.28,0.02,1.1125,-0.18,0.885,error
1038,1.28,0.02,1.1125,0.22,0.885,success
1039,1.28,0.02,1.2625,-0.18,0.885,error
1040,1.28,0.02,1.2625,0.22,0.885,error
1041,1.28,0.03,1.1125,-0.17,0.34,success
1042,1.28,0.03,1.1125,0.23,0.34,success
1043,1.28,0.03,1.2625,-0.17,0.34,success
1044,1.28,0.03,1.2625,0.23,0.34,success
1045,1.28,0.03,1.1125,-0.17,0.885,error
1046,1.28,0.03,1.1125,0.23,0.885,success
1047,1.28,0.03,1.2625,-0.17,0.885,error
1048,1.28,0.03,1.2625,0.23,0.885,error
1049,1.28,0.04,1.1125,-0.16,0.34,success
1050,1.28,0.04,1.1125,0.24,0.34,success
1051,1.28,0.04,1.2625,-0.16,0.34,success
1052,1.28,0.04,1.2625,0.24,0.34,success
1053,1.28,0.04,1.1125,-0.16,0.885,error
1054,1.28,0.04,1.1125,0.24,0.885,success
1055,1.28,0.04,1.2625,-0.16,0.885,error
1056,1.28,0.04,1.2625,0.24,0.885,error
1057,1.28,0.05,1.1125,-0.15,0.34,success
1058,1.28,0.05,1.1125,0.25,0.34,success
1059,1.28,0.05,1.2625,-0.15,0.34,success
1060,1.28,0.05,1.2625,0.25,0.34,success
1061,1.28,0.05,1.1125,-0.15,0.885,error
1062,1.28,0.05,1.1125,0.25,0.885,success
1063,1.28,0.05,1.2625,-0.15,0.885,error
1064,1.28,0.05,1.2625,0.25,0.885,error
1065,1.28,0.06,1.1125,-0.14,0.34,success
1066,1.28,0.06,1.1125,0.26,0.34,success
1067,1.28,0.06,1.2625,-0.14,0.34,success
1068,1.28,0.06,1.2625,0.26,0.34,success
1069,1.28,0.06,1.1125,-0.14,0.885,error
1070,1.28,0.06,1.1125,0.26,0.885,success
1071,1.28,0.06,1.2625,-0.14,0.885,error
